epoch,train_loss,train_bag_loss,train_mil_pos_loss,train_mil_neg_loss,train_auc,val_loss,val_bag_loss,val_mil_pos_loss,val_mil_neg_loss,val_roc_auc,val_pr_auc,combined_metric
1,1.2402591805088854,0.9874360633348123,0.18791585135990155,0.06490726610921826,0.8237752552725504,0.9072560185988744,0.7680716348886489,0.1276261601957182,0.011558228809386492,0.8893538424551766,0.3820128117241768,0.6356833270896767
2,1.0012224178190483,0.8423897232755994,0.1369027262848159,0.021929968422650062,0.8763556555447578,0.8796839028994242,0.7442790019710859,0.11700195808087786,0.018402946752806505,0.8888612721573415,0.3889046395738952,0.6388829558656184
3,0.9482386249244901,0.7965913312831859,0.1309149332111318,0.0207323593332983,0.8897878455937077,0.8373792364994684,0.707530488093694,0.1092544511097173,0.020594296962022782,0.8978422887366269,0.40947347990269295,0.6536578843196599
4,0.9261770427423411,0.777891326588893,0.12750867039910357,0.020777047044770944,0.8954509731157161,0.8665171038707097,0.7317730072339376,0.12190606026848157,0.01283803882325689,0.9017031447936604,0.4252318979188942,0.6634675213562773
5,0.9097578643255022,0.7625383073798514,0.12648096382372462,0.02073859437514569,0.9001011894603143,0.9529099735021591,0.8181872783899308,0.11378754493407905,0.020935150240858395,0.875305926193052,0.3886975539576331,0.6320017400753426
6,0.9185301877570505,0.7714534127044521,0.1266723360608545,0.020404440420564676,0.8963611540874399,0.8484354867935181,0.7176247456272443,0.11302147935641309,0.01778926062459747,0.8964250510878712,0.41666294325951414,0.6565439971736926
7,0.8991517807472086,0.7536634326128433,0.12509997254038074,0.020388375743310684,0.9024703194525983,0.8762343326012294,0.7384485581715902,0.10754223030308882,0.03024353908871611,0.9021052826245757,0.4126176703819232,0.6573614765032494
8,0.8945086639491102,0.7501740973583949,0.12439761895508408,0.01993694806293488,0.9032583734440304,0.8210481694142023,0.6911518414417903,0.10644722197080651,0.02344910262276729,0.9067242734426291,0.4313112242720301,0.6690177488573296
9,0.8893401950327725,0.7454921183417225,0.12336562236731095,0.02048245203655207,0.9045139819526788,0.8115750315189362,0.6827858865261078,0.10763384125816325,0.02115530926423768,0.9087646444191702,0.4276630377141618,0.668213841066666
10,0.8788701420438152,0.7353489948188061,0.1235430823899867,0.019978064387772828,0.9072517361915493,0.8387905195554097,0.7075743999878565,0.10724590382849176,0.02397021399314205,0.9033948237121696,0.42759993065511764,0.6654973771836437
11,0.8737062577753523,0.7309777436922174,0.122754834465302,0.019973679068705445,0.9082671460400816,0.8224246599674225,0.6941232640544573,0.10604548551390569,0.022255910880863667,0.9042383977364143,0.43538939481841743,0.6698138962774158
12,0.868173075849083,0.72661867241883,0.12161901212363355,0.019935391703697267,0.9096409349726766,0.809382620314757,0.6817132208347321,0.10702641814822952,0.020642979936053355,0.9059529159384914,0.43830432615060066,0.6721286210445461
13,0.8629014263337683,0.7220216989689054,0.12098245894478073,0.01989726840911197,0.9107191537156083,0.8657014744281769,0.7312788982391357,0.10522660472864906,0.029195970398684344,0.9024070015811811,0.4294105943923481,0.6659087979867646
14,0.8629322890640287,0.721461955898578,0.12139886842037151,0.02007146604102921,0.911042069997394,0.8889676586786905,0.7462018004258474,0.10765916148076454,0.03510669670874874,0.9034875678474669,0.42165195862212246,0.6625697632347947
