epoch,train_loss,train_bag_loss,train_mil_pos_loss,train_mil_neg_loss,train_auc,val_loss,val_bag_loss,val_mil_pos_loss,val_mil_neg_loss,val_roc_auc,val_pr_auc,combined_metric
1,1.2212004304423167,0.9776811243036434,0.18041175862857106,0.06310754705732918,0.8280778765288447,0.8844550173282624,0.7506261236468951,0.11479794091607133,0.01903095049286882,0.8912342459800087,0.4000920020687589,0.6456631240243837
2,0.9839547050303643,0.828678765966629,0.1341493320892238,0.021126607397442324,0.8795079338245342,0.8521888037125269,0.7200592875878016,0.109588781238844,0.022540735494966307,0.8956248439623845,0.4128024287521736,0.654213636357279
3,0.9477358275401533,0.7972549602438433,0.12965773250263252,0.02082313530452402,0.8897525489622244,0.8759615703821182,0.7330456322828929,0.11015416963770985,0.03276176501189669,0.8993877777469557,0.40688265354443437,0.653135215645695
4,0.925828427567317,0.7778625702077318,0.12773804183454057,0.020227815513000433,0.8949660977369691,0.8651869848569235,0.7282191983858745,0.10543530085434516,0.031532487843185665,0.9021890574865692,0.42829077192191384,0.6652399147042415
5,0.9213542169141024,0.7740360193015913,0.12653805781247882,0.020780137665661842,0.8957529091129822,0.9468115829626719,0.7993509734869003,0.11089386179670692,0.03656674769396583,0.8944205572045456,0.4016594854908996,0.6480400213477227
6,0.9069372210584127,0.7606806526859666,0.12596835733791797,0.020288211276219263,0.9000551039456961,0.8565059876441956,0.7260700492461523,0.10730090918143591,0.023135029327124357,0.8980969421250704,0.4227519703613272,0.6604244562431988
7,0.9013972314028607,0.7560151343388848,0.12497490032758607,0.020407197119582204,0.9002642836504166,0.8364615454276403,0.706816637078921,0.10874192508185904,0.020902981584270796,0.8985909918906672,0.4253213277701813,0.6619561598304242
8,0.8934986294494233,0.7490280783991444,0.12429705382841816,0.02017349788621436,0.9033638906760393,0.8309497323433558,0.7027744977076849,0.1074346355466793,0.0207405986469239,0.9018470230334638,0.4272747175328054,0.6645608702831346
9,0.8776016543538017,0.7344646545056456,0.1227341116726693,0.020402887245851892,0.9078608413442318,0.8386433130502701,0.7104404297073682,0.11145631699636578,0.016746564773842693,0.8982903825348831,0.42190834043824776,0.6600993614865655
10,0.864268538147162,0.7229558598685893,0.12138817310701484,0.019924504479049678,0.9104358679462209,0.8275159407456716,0.6986083034674326,0.1075714063514024,0.021336229781930647,0.9028741435268662,0.4207715150125953,0.6618228292697308
11,0.8759364080438897,0.7333657334894679,0.12288823541272217,0.019682438665413325,0.9078409313951172,0.8419246647755305,0.7119503473043441,0.10883696209390958,0.02113735716169079,0.8985348645824665,0.42834748393156996,0.6634411742570182
12,0.8732488455671259,0.7312616742766865,0.12210233328492677,0.01988483701032453,0.9079488727657603,0.8326198327143987,0.7038975362579027,0.10805384473440548,0.020668451573699714,0.9030072956253987,0.42665459487125257,0.6648309452483256
13,0.8658349071538821,0.724500162037829,0.12109052095028282,0.02024422539927409,0.9098035147664255,0.8575651558438937,0.726490952928861,0.10701486190284291,0.02405933431101342,0.8989078753918278,0.43911270220392523,0.6690102887978765
14,0.8586731809564242,0.7176667236294935,0.12105800446914586,0.019948453509096898,0.9117901709095935,0.8280253532330195,0.7001197326978048,0.11267482837103307,0.015230792426814636,0.9050391596623115,0.42555502099298015,0.6652970903276458
15,0.848408350967104,0.7080187707918479,0.1202538513813223,0.020135727898437143,0.9144412304243474,0.8063422318100929,0.6800762129823367,0.10764577332790941,0.018620244152843954,0.9062825598490944,0.42972634730403325,0.6680044535765639
16,0.8493581287108694,0.7091985140394732,0.12030998447716629,0.01984963007186903,0.9142433039035083,0.809523610830307,0.6822096135020256,0.1070185462453713,0.02029545098915696,0.9039820799467392,0.4376805501497289,0.670831315048234
